,Unnamed: 0,Text,Rating,keywords,count
205,205,Let's just let natural selection take it's course,none,,0
206,206,Isn't your time running out on the library computer?,none,,0
207,207,You are like Forrest Gump but without the running thing.,none,,0
208,208,The guy who played CSGO with a wheel is better than you,none,,0
209,209,You're about as useful as Anne Frank's drum kit.,none,,0
210,210,I bet you can't see the screen with all your tears,none,,0
211,211,"The way you're feeding, you could feed Africa for a year.",shit,,0
212,212,"Correct! I am a tool, because unlike you, I'm actually useful.",none,,0
213,213,95% of lag occurs between the player and the computer,none,,0
214,214,A million years of evolution and we get you.,none,,0
215,215,"It was just a joke not a dick, don't take it so hard.",none,,0
216,216,Well I would agree with you but then we'd both be wrong,none,,0
217,217,You probably get your insults on CS:GO from a shittalk generator,none,,0
218,218,"I'd tell you to kill yourself, but I'm pretty sure you'd miss.",none,,0
219,219,"I don't lift, but I sure do carry.",none,,0
220,220,"Your family tree is a cactus, because everybody on it is a prick.",none,,0
221,221,"If I had 2 bullets and I was in a room with Bieber, Hitler, and you, I'd shoot myself twice.",none,,0
222,222,"If I wanted to listen to an asshole, I'd fart",none,,0
223,223,Your aim is so poor Bono is holding a charity concert for it.,shit,,0
224,224,I think you should press the power button in order to contribute to the game.,shit,,0
225,225,Would you like some fries with that salt?,none,,0
226,226,Maybe Hello Kitty Island Adventure is more around your skill level,none,,0
227,227,even the steam support is more useful than you,none,,0
228,228,Your face looks like it was made by Bethesda,none,,0
229,229,We will get Half-Life 3 when u get a kill.,shit,,0
230,230,at least you could become a stormtrooper,shit,,0
231,231,You're the reason your dad drinks,none,,0
232,232,Ethiopia could eat for a month the way you are feeding.,shit,,0
233,233,Atleast you got through the tutorial,none,,0
234,234,Imagine what your life would be if your parents weren't siblings.,none,,0
235,235,"You're supposed to be farming gold, not chromosomes.",none,,0
236,236,The only thing you've killed this game is my faith in you.,shit,,0
237,237,ethiopia could eat a year the way you are feeding ,shit,,0
238,238,Your reaction time is as fast as coastal erosion. ,none,,0
239,239,The Escape button is your best and only friend.,none,,0
240,240,You are as useless as a white crayon,none,,0
241,241,The game wants to uninstall you.,shit,,0
242,242,Your existance is proof people don't know how to pull out.,none,,0
243,243,"I'd tell you to kill yourself, but chances are you'd fuck that up too",none,,0
244,244,How many tries did it take for you to click on the button that launches the game?,shit,,0
245,245,I guess my team is sponsored by the Make-A-Wish foundation...,shit,,0
246,246,"If you want to reduce the number of times you lose, you could try uninstalling",none,,0
247,247,Auto-sniper just means it's semi-automatic. You stil have to aim.,none,,0
248,248,"I would ask if you were new, but that would imply you can actually get better",none,,0
249,249,Are you playing on pacifist mode?,shit,,0
250,250,"If this was pay-to-win, you'd go bankrupt before you got your first kill.",shit,,0
251,251,Letting you live was medical malpractice,none,,0
252,252,Who set the bots to passive?,none,,0
253,253,"Two wrongs don't make a right, take your parents as an example.",none,,0
254,254,At least buy your jungler some marshmallows if he's going to be camping so much,none,,0
255,255,Are you collecting bullets?,none,,0
256,256,Mentally challenged people don't want to be referred as 'Retarded' becuase they don't want to be compared with you.,none,,0
257,257,Access the cheat menu with ALT + F4,none,,0
258,258,PROTIP: Knowing when to quit is a useful skill.,none,,0
259,259,"Believe in yourself, because the rest of us think you're an idiot.",none,,0
260,260,"That crosshair is for aiming at enemies, you know.",none,,0
261,261,I'm a plumber and even I can't handle your shit.,none,,0
262,262,"Don't worry guys, I am a trash man IRL. I am used to carry garbage like you",none,,0
263,263,Does your owner know you're running on the keyboard?,shit,,0
264,264,All the flavors in the world....and you choose to be fucking salty,none,,0
265,265,"I would mentally duel with you, but I can see you're unarmed",none,,0
266,266,Your aim is so poor that people held a fundraiser for it,shit,,0
267,267,Everyone who has ever loved you was wrong,none,,0
268,268,Do you want some fries with that salt,none,,0
269,269,Just because you can act like a dumbass doesn't mean you should.,none,,0
270,270,Friendly fire was invented because of you.,none,,0
271,271,"Remember, riding dick is not a mode of transportation.",none,,0
272,272,I'm surprised you even hit the power button on your computer.,none,,0
273,273,"If we learn from our mistakes, your parents must be geniuses now",none,,0
274,274,My cat sleeping on the keyboard would do a better job,shit,,0
275,275,"Fighting on the internet is like participating in the paralympics. Even if you win, you're still retarded.",none,,0
276,276,I've seen better reflexes from Bethesda NPCs,none,,0
277,277,I'm surprised that you were able hit the 'Install' button,none,,0
278,278,"Next round, you should try looking at the monitor.",none,,0
279,279,I don't have the time or the crayons to explain this to you.,none,,0
280,280,I noticed your sister got all the good genes from the family.,none,,0
281,281,I was going to make a joke about your kills but I couldn't find any.,none,,0
282,282,My abacus has more processing power than you.,none,,0
283,283,Maybe it's time to upgrade from dial up.,none,,0
284,284,Whoever told you to just be yourself couldn't have given you worse advice,none,,0
285,285,That respawn timer might be one of your best friends right? ,none,,0
286,286,People like you demonstrate why Single Player mode should be mandatory.,none,,0
287,287,Are you worried about the moral consequences of killing someone in a game?,shit,,0
288,288,At least your immune system tries to stop you from dying.,none,,0
289,289,Your aim is so shit you couldn't hit the ground if you fell,shit,,0
290,290,You are the reason I have to doubt evolution and natural selection,none,,0
291,291,Unplug the Ethernet cable. That gets rid of the lag.,none,,0
292,292,"Try switching your router off, that might help.",none,,0
293,293,Your existence is the reason for scientists to rethink the plausibility of evolution.,none,,0
294,294,"The way you're feeding, you could end world hunger.",shit,,0
295,295,Even the game's client-side prediction has no idea what you're trying to do.,shit,,0
296,296,Your aim is proof that excessive masturbation causes blindness,shit,,0
297,297,"You must have been born on a highway, because that's where most accidents happen.",none,,0
298,298,"Maybe if you try to miss, you might hit something!",none,,0
299,299,"'Three-second burst' should be your rate-of-fire, not your life expectancy",none,,0
300,300,I didn't realize 'Moving Target Dummy' was a selectable character.,none,,0
301,301,Not even Noah carried this many animals,none,,0
302,302,I almost mistook you for an actual threat there.,none,,0
303,303,I've had more engaging arguments with my dog,none,,0
304,304,I would call you AIDS but at least AIDS gets kills,none,,0
305,305,press alt-f4 to help the team,shit,,0
306,306,You probably think the light in the refrigerator never turns off.,none,,0
307,307,"Don't worry, everybody was new once. You just... stayed.. new, somehow...",none,,0
308,308,You could end world hunger with how much you feed,none,,0
309,309,"Play with a blindfold on, at least you'll have a valid reason for missing all those shots.",shit,,0
310,310,'Twitch Plays TF2' would be more useful than you.,none,,0
311,311,"If you stopped jerking off, maybe the blood would go to your brain instead.",shit,,0
312,312,"Two wrongs don't make a right, take your parents for instance",none,,0
313,313,John Lennon is better at dodging bullets than you,none,,0
314,314,I've been to daycares more threatening than you,none,,0
315,315,"The only keys that's worth hitting, is that power button on your computer.",none,,0
316,316,"You know what man, blind gamers deserve a chance too. I support you.",none,,0
317,317,You'd have made an excellent Stormtrooper,shit,,0
318,318,Why don't you check between your chair and your keyboard for the problem?,shit,,0
319,319,Warmup ended several rounds ago.,none,,0
320,320,I believed in the good and potential of humanity. And then you came along.,none,,0
321,321,It's sad that your IQ matches your shoe size.,none,,0
322,322,Like the Dead Sea wasn't salty enough.,none,,0
323,323,"If I wanted to get yelled at by folks like you, I would go to the daycare. ",none,,0
324,324,"You're just like a dog, all bark and unable to play video games.",none,,0
325,325,I didn't know dying was a special ability.,none,,0
326,326,You could play in an empty server and still somehow manage to lose CTF.,shit,,0
327,327,I normally don't argue with children but I'll make an exception for you.,none,,0
328,328,Only thing you carry is an extra chromosome.,none,,0
329,329,Did Marvel buy the rights to your mouse?  Because you can't seem to actually kill anybody off.,none,,0
330,330,At least your K/D is better than your GPA.,none,,0
331,331,Your aim is so bad you couldn't hit water if you fell out of a boat,shit,,0
332,332,stop hogging all the deaths,none,,0
333,333,Good job keeping your learning curve perfectly horizontal. ,none,,0
334,334,Stairs has killed more people than you have. ,none,,0
335,335,You know this isn't turn based combat right? When they shoot at you feel free to shoot back.,shit,,0
336,336,Try doing hand stands sometimes. I think your brain needs more blood.,shit,,0
337,337,"I see you gained a new hobby, Collecting Bullets.",none,,0
338,338,Did you empty your ammo for warning shots?,shit,,0
339,339,Blink twice if your skill is being held hostage.,shit,,0
340,340,You have some big balls on you. Too bad they belong to the guy fucking you from behind. ,none,,0
341,341,You're the type of person who would miss at point blank range with a flamethrower.,none,,0
342,342,If you ever win a match screencap and send to the church. Pretty sure that'll count as a miracle.,shit,,0
343,343,30 millon sperm and you swam the fastest?,none,,0
344,344,Congress works better than you.,none,,0
345,345,Your mind is just as stable as your internet connection.,none,,0
346,346,"If you were a real terrorist, the world would be a much safer place.",none,,0
347,347,You know your team is trying to win right?,shit,,0
348,348,How the fuck were you the fastest sperm???!,none,,0
349,349,You make stormtroopers look good.,none,,0
350,350,"I'd agree with you, but then we'd both be wrong.",none,,0
351,351,I think you should just go afk. You'd get better results.,none,,0
352,352,Players like you are why Easy mode is a difficulty option.,none,,0
353,353,You're the reason abortion was legalized,shit,,0
354,354,Even Gandhi is jealous of your pacifist playstyle.,shit,,0
355,355,Team Fortress 2 is also free to unistall,none,,0
356,356,"Perhaps you should try something more innovative, like playing.",none,,0
357,357,"Arguing on the internet is like competing in the special Olympics. Even if you win, you are still retarded.",none,,0
358,358,I think you should stick to Neopets.,none,,0
359,359,Even a common cold has a higher kill count than your aim,shit,,0
360,360,"God ran out of clay, so he slapped a bunch of dog shit together to make you",none,,0
361,361,"Move your sisters head, I'm gonna kick you in the dick",none,,0
362,362,You're about as useful as a snowshovel in Hawaii.,none,,0
363,363,Stephen Hawking has better hand-eye coordination than you.,none,,0
364,364,Does your mouse have recoil or something?,none,,0
365,365,Not even Noah could carry these animals.,none,,0
366,366,"Out of any animal you identify with, you chose a bitch.",shit,,0
367,367,Were you always this shitty or you're trying really hard today?,none,,0
368,368,I'd tell you where the uninstall button is but you'd miss that one too,none,,0
369,369,Don't beat yourself up. We already did that for you.,none,,0
370,370,I bet you have alot of participation awards...,none,,0
371,371,"You must have been born on a highway, because that's where most accidents happen",none,,0
372,372,"Good job, now try that on the other team!",shit,,0
373,373,You're lucky your dad's dick had better aim than you. ,shit,,0
374,374,Your best Kill of the Day: my time,shit,,0
375,375,I'm Sorry I Can't Hear you From the Bottom of the Scoreboard,none,,0
376,376,Rick Astley gave you up 'cause you let him down.,none,,0
377,377,Why don't you slip into something more comefortable? Like a coma?,none,,0
378,378,"I see your hobbies include lag, friendly fire and caps lock. Good for you.",none,,0
379,379,You'd have the top score if this was golf,shit,,0
380,380,You didn't make a mistake. Your parents did.,none,,0
381,381,"If Stupid was an epidemic, you must be patient zero.",none,,0
382,382,"I don't know what your problem is, but I bet its hard to pronounce ",none,,0
383,383,It'd be an insult to compare a stormtrooper to you. At least they know what they're trying to shoot at.,shit,,0
384,384,How did you ever get through the tutorial level?,none,,0
385,385,Your mother should have swallowed you,none,,0
386,386,Stormtroopers hit their targets more than you.,none,,0
387,387,You're the MVP of the other team,shit,,0
388,388,your birth certificate came with an apology letter from condom factory.,shit,,0
389,389,You could win an oscar for how sad your life is.,none,,0
390,390,You are the MVP of the other team.,shit,,0
391,391,"The way you feed, you could stop world hunger.",shit,,0
392,392,You are proof enough that guns do not kill people.,none,,0
393,393,Just because you have the ability to click play doesn't mean you should.,shit,,0
394,394,Maybe you should just stick to playing singleplayer games.,none,,0
395,395,It's better to let someone think you are an Idiot than to open your mouth and prove it.,none,,0
396,396,I wonder if the sperm that had the skills is watching you from your mom's mattress.,none,,0
397,397,"Most people missed out on the lottery, you missed out on the gene pool.",none,,0
398,398,I've seen more support for North Korea than I've seen all game from you.,shit,,0
399,399,Do you ever wonder what life would be like if you'd had enough oxygen at birth?,shit,,0
400,400,It seems you and the kill cam have become well acquainted,shit,,0
401,401,Your family tree is a cactus because everybody on it is a prick.,none,,0
402,402,Only thing you're carrying is an extra chromosome.,none,,0
403,403,I think I broke the weightlifting record by carrying this team.,shit,,0
404,404,You are the reason aliens wont talk to us,none,,0
405,405,Stevie Wonder can see how shit you are,none,,0
406,406,"Just as a heads up Steam has a 2 hour, no questions asked refund policy. I suggest you take advantage of it while you can. ",none,,0
407,407,"You remind me of the last batch of scrambled eggs I made: beaten, over-salted, and burned.",none,,0
408,408,Maybe God made you a bit too special.,none,,0
409,409,Embarrassing. I've heard better shittalking from a goddamn crowdsourced generator,none,,0
410,410,"If skills were a disease, you'll be immune to it.",none,,0
411,411,Why are you still here? I thought trash day was yesterday.,none,,0
412,412,"I'm still not convinved God exists, but if he does you prove he has a sense of humor.",none,,0
413,413,Your kill list is shorter than a list of french war heroes ,none,,0
414,414,If your dad's aim was as good as yours we wouldn't be talking right now.,shit,,0
415,415,Congratulations! You've made the enemy team's highlight reel!,shit,,0
416,416,I bet you would blame it on the lag at a LAN party too.,none,,0
417,417,Calling you a retard is an insult to the mentally challenged,none,,0
418,418,"It's quick, it's easy, and it's free: Trying.",none,,0
419,419,"I would insult your IQ, but the concept of negative numbers would boggle your mind.",none,,0
420,420,It is dangerous to use your whole vocabulary in one sentence.,none,,0
421,421,"I'd call your aim cancer, but at least cancer can kill people.",shit,,0
422,422,"Don't you love nature, despite what it did to you?",none,,0
423,423,"I'd call you cancer, but at least cancer kills.",shit,,0
424,424,"If we were playing a game in which the objective were to shoot walls, you would still lose.",shit,,0
425,425,I would ask you how old you are but I know you can't count that high.,none,,0
426,426,Now I know why nearly every game has arrows pointing to the objective. They were all for you.,shit,,0
427,427,I'm sure your bodypillow is very proud of you.,none,,0
428,428,Did your parents try to get a refund?,none,,0
429,429,The only thing you carry is an extra chromosome,none,,0
430,430,When I die I want you guys to lower my coffin so you can let me down one last time.,none,,0
431,431,I bet he came here because Minecraft was too hard,none,,0
432,432,"I'd tell you to go play in traffic, but you'd probably suck at that too.",shit,,0
433,433,"Playing with you is like the Shawshank Redemption, only with more tunneling through shit and no fucking redemption.",none,,0
434,434,The killcam ran out of film thanks to you.,shit,,0
435,435,"I`d call you cancer, but cancer actually gets kills",shit,,0
436,436,"If your face was a Counter Strike map, it would be de_formed.",none,,0
437,437,"Your aim is so poor, even African countries feel the need to donate to you.",shit,,0
438,438,"Are you AFK? Good, we finally have a chance of winning.",none,,0
439,439,Do your parents cry every day or just on the days they realize they didn't get the abortion?,shit,,0
440,440,I bet you blame the lag even when you're playing with bots.,none,,0
441,441,Pro Tip: You can uninstall any game you play.,shit,,0
442,442,Imagine going through 9 months of pregnancy to give birth to a child who doesn't push the payload.,shit,,0
443,443,"This is why doctors advocate regular masturbation, to keep fuck ups like you from being conceived. ",shit,,0
444,444,Your parents aren't the only ones who regret knowing you,none,,0
445,445,"I have neither the time, nor the crayons, to explain this to you..",none,,0
446,446,You're a prime example of why the gene pool needs a whole lot of bleach,none,,0
447,447,You couldn't hit water if you fell out of a boat.,shit,,0
448,448,Did you skip the tutorial?,none,,0
449,449,You are a living contradiction to evolution.,none,,0
450,450,My shoes have more support than you've given me.,none,,0
451,451,"With that aim, I'm impressed you could even hit the queue button.",shit,,0
452,452,You paid $1500 just to get destroyed in 4k. Good Investment.,none,,0
453,453,Hitler knew when to kill-himself. Why can't you do the same?,none,,0
454,454,"Your aim is like your crush, never gonna hit it",shit,,0
455,455,"You're like an onion. On the outside you're shit, but peel away a layer and underneath is another layer of shit",none,,0
456,456,Even Atlas couldn't carry you,none,,0
457,457,If ignorance is bliss you must be the happiest person alive.,none,,0
458,458,"I'm sorry, you'll have to be louder- sound doesn't travel all the way up the scoreboard.",shit,,0
459,459,I feel like you are the type of person to go negative against bots,none,,0
460,460,You can turn on your monitor now.,none,,0
461,461,"I would tell you to shoot yourself, but you'd miss.",none,,0
462,462,When i die i want you guys to lower my coffin so for once you can carry me. ,none,,0
463,463,"I'd say you suck, but that would mean you have some value",none,,0
464,464,"You  have an inferiority complex, and it's completely justified",none,,0
465,465,Do you lose when you play against yourself too?,none,,0
